,author,title,text,date,text_type
32,Álvaro de Campos,"Mestre, meu mestre querido!","
Mestre, meu mestre querido! 
Coração do meu corpo intelectual e inteiro! 
Vida da origem da minha inspiração!
Mestre, que é feito de ti nesta forma de vida?

Não cuidaste se morrerias, se viverias, nem de ti nem de nada.
Alma abstracta e visual até aos ossos,
Atenção maravilhosa ao mundo exterior sempre múltiplo,
Refúgio das saudades de todos os deuses antigos,
Espírito humano da terra materna,
Flor acima do dilúvio da inteligência subjectiva...

Mestre, meu mestre! 
Na angústia sensacionista de todos os dias sentidos, 
Na mágoa quotidiana das matemáticas de ser, 
Eu, escravo de tudo como um pó de todos os ventos, 
Ergo as mãos para ti, que estás longe, tão longe de mim!

Meu mestre e meu guia! 
A quem nenhuma coisa feriu, nem doeu, nem perturbou, 
Seguro como um sol fazendo o seu dia involuntariamente, 
Natural como um dia mostrando tudo, 
Meu mestre, meu coração não aprendeu a tua serenidade. 
Meu coração não aprendeu nada. 
Meu coração não é nada, 
Meu coração está perdido.

Mestre, só seria como tu se tivesse sido tu.
Que triste a grande hora alegre em que primeiro te ouvi! 
Depois tudo é cansaço neste mundo subjectivado,
Tudo é esforço neste mundo onde se querem coisas, 
Tudo é mentira neste mundo onde se pensam coisas, 
Tudo é outra coisa neste mundo onde tudo se sente. 
Depois, tenho sido como um mendigo deixado ao relento 
Pela indiferença de toda a vila.
Depois, tenho sido como as ervas arrancadas,
Deixadas aos molhos em alinhamentos sem sentido. 
Depois, tenho sido eu, sim eu, por minha desgraça, 
E eu, por minha desgraça, não sou eu nem outro nem ninguém 
Depois, mas porque é que ensinaste a clareza da vista,
Se não me podias ensinar a ter a alma com que a ver clara? 
Porque é que me chamaste para o alto dos montes

Se eu, criança das cidades do vale, não sabia respirar? 
Porque é que me deste a tua alma se eu não sabia que fazer dela 
Como quem está carregado de ouro num deserto, 
Ou canta com voz divina entre ruínas?
Porque é que me acordaste para a sensação e a nova alma, 
Se eu não saberei sentir, se a minha alma é de sempre a minha?

Prouvera ao Deus ignoto que eu ficasse sempre aquele 
Poeta decadente, estupidamente pretensioso, 
Que poderia ao menos vir a agradar, 
E não surgisse em mim a pavorosa ciência de ver. 
Para que me tornaste eu? Deixasses-me ser humano!

Feliz o homem marçano, 
Que tem a sua tarefa quotidiana normal, tão leve ainda que pesada. 
Que tem a sua vida usual, 
Para quem o prazer é prazer e o recreio é recreio. 
Que dorme sono, 
Que come comida, 
Que bebe bebida, e por isso tem alegria.

A calma que tinhas, deste-ma, e foi-me inquietação. 
Libertaste-me, mas o destino humano é ser escravo. 
Acordaste-me, mas o sentido de ser humano é dormir.
",15-4-1928,poem
33,Bernardo Soares,"Há momentos em que tudo cansa, até o que nos repousaria.","
L. do D.

Há momentos em que tudo cansa, até o que nos repousaria. O que nos cansa porque nos cansa; o que nos repousaria porque a ideia de o obter nos cansa. Há abatimentos da alma abaixo de toda a angústia e de toda a dor; creio que os não conhecem senão os que se furtam às angústias e às dores humanas, e têm diplomacia consigo mesmos para se esquivar ao próprio tédio. Reduzindo-se, assim, a seres couraçados contra o mundo, não admira que, em certa altura da sua consciência de si-mesmos, lhes pese de repente o vulto inteiro da couraça, e a vida lhes seja uma angústia às avessas, uma dor perdida.

Estou em um desses momentos, e escrevo estas linhas como quem quer ao menos saber que vive. Todo o dia, até agora, trabalhei como um sonolento, fazendo contas por processos de sonho, escrevendo ao longo do meu torpor. Todo o dia me senti pesar a vida sobre os olhos e contra as têmporas — sono nos olhos, pressão para fora nas têmporas, consciência de tudo isto no estômago, náusea e desalento.

Viver parece-me um erro metafísico da matéria, um descuido da inacção. Nem olho o dia, para ver o que ele tem que me distraia de mim, e, escrevendo-o eu aqui em descrição, tape com palavras a chícara vazia do meu não me querer. Nem olho o dia, e ignoro com as costas dobradas se é sol ou falta de sol o que está lá fora na rua subjectivamente triste, na rua deserta onde está passando o som de gente. Ignoro tudo e dói-me o peito. Parei de trabalhar e não quero mexer-me daqui. Estou olhando para o mata-borrão branco sujo, que alastra, pregado aos cantos, por sobre a grande idade da secretária inclinada. Fito atentamente os rabiscos de absorção e distracção que estão borrados nele. Várias vezes a minha assinatura às avessas e ao invés. Alguns números aqui e ali, assim mesmo. Uns desenhos de nada, feitos pela minha desatenção. Olho a tudo isto como um aldeão de mata-borrões, com uma atenção de quem olha novidades, com todo o cérebro inerte por detrás dos centros cerebrais que promovem a visão.

Tenho mais sono íntimo do que cabe em mim. E não quero nada, não prefiro nada, não há nada a que fugir.
",12-6-1930,prose
34,Fernando Pessoa,"II - Nem defini-la, nem achá-la, a ela —","
II

Nem defini-la, nem achá-la, a ela —
A Beleza. No mundo não existe.
Ai de quem com a alma inda mais triste
Nos seres transitórios quer colhê-la!

Acanhe-se a alma porque não conquiste
Mais que o banal de cada coisa bela,
Ou saiba que ao ardor de querer havê-la
À Perfeição — só a desgraça assiste.

Só quem da vida bebeu todo o vinho,
Dum trago ou não, mas sendo até o fundo,
Sabe (mas sem remédio) o bom caminho;

Conhece o tédio extremo da desgraça,
Que olha estupidamente o nauseabundo
Cristal inútil da vazia taça.
",27-02-1909,poem
35,Álvaro de Campos,Quase sem querer (se o soubéssemos!) os grandes homens saindo dos homens vulgares,"
Quase sem querer (se o soubéssemos!) os grandes homens saindo dos homens vulgares
O sargento acaba imperador por transições imperceptíveis
Em que se vai misturando
O conseguimento com o sonho do que se consegue a seguir
E o caminho vai por degraus visíveis, depressa.
Ai dos que desde o principio vêem o fim!
Ai dos que aspiram a saltar a escada!
O conquistador de todos os impérios foi sempre ajudante de guarda-livros
A amante de todos os reis — mesmo dos já mortos — é mãe séria e carinhosa,
Se assim como vejo os corpos por fora, visse as almas por dentro.

Ah, que penitenciaria os Anjos!
Que manicómio o sentido da vida!
",s.d.,poem
36,Ricardo Reis,"Toda a visão da crença se acompanha,","
Toda visão da crença se acompanha,
Toda crença da acção; e a acção se perde,
Água em água entre tudo.
Conhece-te, se podes. Se não podes
Conhece que não podes. Saber sabe.
Sê teu. Não dês nem operes.
",19-10-1927,poem
37,Fernando Pessoa,Ambos à beira do poço,"
Ambos à beira do poço

Ambos à beira do poço
Achamos que é muito fundo.
Deita-se a pedra, e o que eu ouço
É teu olhar, que é meu mundo.
",s.d.,poem
38,Álvaro de Campos,"Cruzou por mim, veio ter comigo, numa rua da Baixa","
Cruzou por mim, veio ter comigo, numa rua da Baixa
Aquele homem mal vestido, pedinte por profissão que se lhe vê na cara
Que simpatiza comigo e eu simpatizo com  ele;
E reciprocamente, num gesto largo, transbordante, dei-lhe tudo quanto tinha
(Excepto, naturalmente, o que estava na algibeira onde trago mais dinheiro:
Não sou parvo nem romancista russo, aplicado,
E romantismo, sim, mas devagar...).

Sinto urna simpatia por essa gente toda,
Sobretudo quando não merece simpatia.
Sim, eu sou também vadio e pedinte,
E sou-o também por minha culpa.
Ser vadio e pedinte não é ser vadio e pedinte:
É estar ao lado da escala social,
É não ser adaptável às normas da vida,
Às normas reais ou sentimentais da vida —
Não ser Juiz do Supremo, empregado certo, prostituta,
Não ser pobre a valer, operário explorado,
Não ser doente de uma doença incurável,
Não ser sedento de justiça, ou capitão de cavalaria
Não ser, enfim, aquelas pessoas sociais dos novelistas
Que se fartam de letras porque têm razão para chorar lágrimas,
E se revoltam contra a vida social porque têm razão para isso supor.
Não: tudo menos ter razão!
Tudo menos importar-me com a humanidade!
Tudo menos ceder ao humanitarismo!
De que serve uma sensação se há uma razão exterior para ela?

Sim, ser vadio e pedinte, como eu sou,
Não é ser vadio e pedinte, o que é corrente:
É ser isolado na alma, e isso é que é ser vadio,
É ter que pedir aos dias que passem, e nos deixem, e isso é que é ser pedinte.

Tudo mais é estúpido como um Dostoievski ou um Gorki.
Tudo mais é ter fome ou não ter que vestir.
E, mesmo que isso aconteça, isso acontece a tanta gente
Que nem vale a pena ter pena da gente a quem isso acontece.
Sou vadio e pedinte a valer, isto é, no sentido translato,
E estou-me rebolando numa grande caridade por mim.

Coitado do Álvaro de Campos!
Tão isolado na vida! Tão deprimido nas sensações!
Coitado dele, enfiado na poltrona da sua melancolia!
Coitado dele, que com lágrimas (autênticas) nos olhos,
Deu hoje, num gesto largo, liberal e moscovita,
Tudo quanto tinha, na algibeira em que tinha pouco, àquele
Pobre que não era pobre, que tinha olhos
tristes por profissão.

Coitado do Álvaro de Campos, com quem ninguém se importa!
Coitado dele que tem tanta pena de si mesmo!

E, sim, coitado dele!
Mais coitado dele que de muitos que são vadios e vadiam,
Que são pedintes e pedem,
Porque a alma humana é um abismo.

Eu é que sei. Coitado dele!

Que bom poder-me revoltar num comício dentro da minha alma!
Mas até nem parvo sou!
Nem tenho a defesa de poder ter opiniões sociais.
Não tenho, mesmo, defesa nenhuma: sou lúcido.

Não me queiram converter a convicção: sou lúcido.
Já disse: Sou lúcido.
Nada de estéticas com coração: Sou lúcido.
Merda! Sou lúcido.
",s.d.,poem
39,Fernando Pessoa,Não sei ser triste a valer,"
Não sei ser triste a valer
Nem ser alegre deveras.
Acreditem: não sei ser.
Serão as almas sinceras
Assim também, sem saber?

Ah, ante a ficção da alma
E a mentira da emoção,
Com que prazer me dá calma
Ver uma flor sem razão
Florir sem ter coração!

Mas enfim não há diferença.
Se a flor flore sem querer,
Sem querer a gente pensa.
O que nela é florescer
Em nós é ter consciência.

Depois, a nós como a ela,
Quando o Fado a faz passar,
Surgem as patas dos deuses
E a ambos nos vêm calcar.

Está bem, enquanto não vêm 
Vamos florir ou pensar.
",3-4-1931,poem
40,Ricardo Reis,Diana através dos ramos,"
Diana através dos ramos
Espreita a vinda de Endymion
Endymion que nunca vem,
Endymion, Endymion,
Lá longe na floresta…
E a sua voz chamando
Exclama através dos ramos
Endymion, Endymion…

Assim choram os deuses…
",16-6-1914,poem
41,Ricardo Reis,PREFÁCIO às «Odes»,"
PREFÁCIO às «Odes»

O estudo da literatura italiana, de esforço clássico, não menos me escorçoou da ideia de que a esse país pudesse ser dado continuar a obra interrompida da Grécia. Na França, quem mais parecia ter a alma de acordo com o espírito das épocas pagãs, esse, Théophile Gautier, disse, uma vez, que compararam ao de Homero o seu semblante - «não, é de um Anacreonte triste». Proferira com dizer isto, melhor que quanto eu posso fazer escrevendo, a sentença anulatória da possibilidade de o considerarmos um clássico, e de poder haver em França um reatamento de alma com a Grécia perdida. Na própria Grécia contemporânea, nada que surja de indicador de que gira nas veias dos modernos helenos o calor da beleza de outrora. Só em Inglaterra, num Matthew Arnold, aponta e se esboça um conceito seguro de alma antiga. Mas o sentimento excessivo da vida moderna consegue obnubilar a visão essencial do poeta. Só num homem nitidamente eu vi qualquer [cousa] de, não já culturalmente, mas de intimamente, ligado ao espírito helénico. Foi em Eugénio de Castro. Mau grado o molho de moderno e o lixo de católico e medieval que ensopa e entulha a sua visão essencialmente pagã, qualquer coisa há nele que o aproxima dum crente verdadeiro nos deuses, dum homem cuja visão da Natureza vem coada através do estado de alma de que a crença nos deuses antigos e insultados é a legítima escultura em expressão anímica.
Porque aquela atitude a que eu chamo pagã é de uma dificuldade quase insuperável para obter, Não basta afirmar que se crê no paganismo (o que geralmente é falso), nem basta que se sinta profundamente e intensamente a beleza duma estátua grega, ou por intuição se compreenda o sabor e o jeito da vida antiga. Tudo isso pode dar um resultado minimamente pagão na realidade.
Primeiro, a crença nos deuses é uma crença especial, que só quem verdadeiramente a tem, hoje, verdadeiramente a compreende. Não há intuição que sirva para entrar no espírito dessas épocas idas. Nada em nós hoje tem o poder de ter os métodos espirituais de compreender o paganismo. A crença nos deuses é uma fé duma espécie inteiramente diferente da fé cristã. Não é outro grau de fé: é outra espécie inteiramente. Ao contrário do que se julga, não é uma fé menos intensa; a seu modo, é-o mais. É uma fé que nos cinja de mais perto, que a todo o momento temos presente, porque os deuses e as presenças quase divinas habitam todas as coisas visivelmente, não se escondem por detrás delas. A fé do pagão é outra crença, outra moral e outra visão, que ninguém que tenha sido sequer educado num cristianismo tíbio pode chegar a conceber. Na fé pagã não há entrega do indivíduo, não há moral, não há sentimento moral propriamente dito, que perturbe o puro sentimento da fé. Na moral pagã não há a preocupação do valor da vida que os cristãos ensinaram. A ideia vulgar de que o paganismo é uma religião cheia de vida e de alegria é falsa. O paganismo é cheio de calma e de (...). O cristianismo é mais humano que o paganismo. A superioridade do paganismo está nisso.
Depois, sentir intensamente uma estátua grega é a melhor demonstração de que não se percebe a arte grega. Sentir intensamente a beleza da arte grega é não compreender o que é a arte grega. A arte grega não é para se sentir intensamente. É puramente inteligente e (...). O elemento a que hoje chamam dionisíaco da arte grega é um elemento inferior, é o que está, dominado e dirigido, dentro da arte «apolínea».
Falo nestas coisas seguramente porque nasci acreditando nos deuses, criei-me nessa crença, e, querendo eles, nessa crença morrerei. Sei o que é o sentimento pagão. Só me pesa não poder explicar realmente o quão absolutamente e incompreensivelmente diverso ele é de todos os nossos sentimentos. Mesmo a nossa calma, e o vago estoicismo que entre nós alguns têm, não são coisas que parecem com a calma antiga e o estoicismo grego.
",s.d.,prose
